Nome;Nome fantasia;C.N.P.J.;Endereço;Tipo logradouro;Cidade;Estado;C.E.P.;Telefone;Número;Bairro;Celular;Data de credenciamento;E-mail;Grupo;Classificação;Especialidades;Espec. + Áreas de atuação;Natureza de Atendimento;Regime de Atendimento
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;GASTROENTEROLOGIA;GASTROENTEROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;GINECOLOGIA E OBSTETRICIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;MEDICINA DE FAMILIA E COMUNIDADE;MEDICINA DE FAMILIA E COMUNIDADE;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;MEDICINA PREVENTIVA E SOCIAL;MEDICINA PREVENTIVA E SOCIAL;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;OFTALMOLOGIA;OFTALMOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;REUMATOLOGIA;REUMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA FAZENDA LTDA;CLINICA MEDICA FAZENDA;17.398.287/0001-52;SETE DE SETEMBRO;AVENIDA;ITAJAI;SC;88301-205;(47)3349-2502;2087;FAZENDA;;22/07/2025;adm.clinicamedicafazenda@gmail.com;Clínica;CLINICA;REUMATOLOGIA;REUMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;CARDIOLOGIA;CARDIOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;CIRURGIA DE CABEÇA E PESCOÇO;CIRURGIA DE CABEÇA E PESCOÇO;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;CIRURGIA ONCOLOGICA;CIRURGIA ONCOLOGICA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;CIRURGIA VASCULAR;CIRURGIA VASCULAR;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;GINECOLOGIA E OBSTETRICIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;MASTOLOGIA;MASTOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;NUTRICAO;NUTRICAO;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;PSICOLOGIA;PSICOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;Ambulatorial;Eletivo
CLINICA MEDICA GENESIS LTDA;CLINICA GENESIS;29.564.222/0001-19;RUA 2000;RUA;BALNEARIO CAMBORIU;SC;88330-468;(47)3056-7161;1273;CENTRO;;29/01/2025;contato@genesismedicina.com.br;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;CIRURGIA DO APARELHO DIGESTIVO;CIRURGIA DO APARELHO DIGESTIVO;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;ENDOSCOPIA ;ENDOSCOPIA  - ENDOSCOPIA DIGESTIVA;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;FISIOTERAPIA;FISIOTERAPIA;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;FONOAUDIOLOGIA;FONOAUDIOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;PNEUMOLOGIA;PNEUMOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - ULTRASSONOGRAFIA GERAL;Ambulatorial;Eletivo
CLINICA MEDICA GODINHO LTDA;CLINICA MEDICA GODINHO;26.829.586/0001-95;ANTONIO ALVES;RUA;TURMALINA;MG;39660-000;(38)9918-50849;86;SAUDADE;;12/01/2026;clinicamedicagodinho@hotmail.com;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - ULTRASSONOGRAFIA GERAL;Ambulatorial;Eletivo
CLINICA MEDICA GONCALVES & GONCALVES LTDA;CLINICA MEDICA GONCALVES;23.171.839/0001-98;WASHINGTON LUIZ;AVENIDA;PRESIDENTE PRUDENTE;SP;19010-090;(18)9971-43300;510;CENTRO;;09/04/2024;ana.paiva880@gmail.com;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GONCALVES & GONCALVES LTDA;CLINICA MEDICA GONCALVES;23.171.839/0001-98;WASHINGTON LUIZ;AVENIDA;PRESIDENTE PRUDENTE;SP;19010-090;(18)9971-43300;510;CENTRO;;09/04/2024;ana.paiva880@gmail.com;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;ANGIOLOGIA;ANGIOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;CARDIOLOGIA;CARDIOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;CIRURGIA VASCULAR;CIRURGIA VASCULAR;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;CLINICA MEDICA;CLINICA MEDICA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;DERMATOLOGIA;DERMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;ENDOCRINOLOGIA E METABOLOGIA;ENDOCRINOLOGIA E METABOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;GASTROENTEROLOGIA;GASTROENTEROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;GINECOLOGIA E OBSTETRICIA;GINECOLOGIA E OBSTETRICIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;NEUROLOGIA;NEUROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;OFTALMOLOGIA;OFTALMOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;ORTOPEDIA E TRAUMATOLOGIA;ORTOPEDIA E TRAUMATOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;RADIOLOGIA E DIAGNOSTICO POR IMAGEM ;RADIOLOGIA E DIAGNOSTICO POR IMAGEM  - ULTRASSONOGRAFIA GERAL;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;UROLOGIA;UROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA GRANJEAR LTDA;CLINICA MEDICA GRANJEAR LTDA;06.008.465/0001-75;DO EMBU;ESTRADA;COTIA;SP;06713-100;(11)4777-0885;385;JARDIM TORINO;;05/08/2025;marcello@granjear.com.br;Clínica;CLINICA;UROLOGIA;UROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA HANAI E YAMAMOTO LTDA;CLINICA DESENVOLVIDA;50.046.563/0001-99;CARNEIRO DA CUNHA;RUA;SAO PAULO;SP;04114-901;(11)9900-05314;167;VILA DA SAUDE;;29/05/2025;contato@clinicadesenvolvida.com;Clínica;CLINICA;GASTROENTEROLOGIA;GASTROENTEROLOGIA - GASTROENTEROLOGIA PEDIATRICA;Ambulatorial;Eletivo
CLINICA MEDICA HANAI E YAMAMOTO LTDA;CLINICA DESENVOLVIDA;50.046.563/0001-99;CARNEIRO DA CUNHA;RUA;SAO PAULO;SP;04114-901;(11)9900-05314;167;VILA DA SAUDE;;29/05/2025;contato@clinicadesenvolvida.com;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA - PSIQUIATRIA DA INFANCIA E DA ADOLESCENCIA;Ambulatorial;Eletivo
CLINICA MEDICA HANAI E YAMAMOTO LTDA;CLINICA DESENVOLVIDA;50.046.563/0001-99;CARNEIRO DA CUNHA;RUA;SAO PAULO;SP;04114-901;(11)9900-05314;167;VILA DA SAUDE;;29/05/2025;contato@clinicadesenvolvida.com;Clínica;CLINICA;PSIQUIATRIA;PSIQUIATRIA - PSIQUIATRIA DA INFANCIA E DA ADOLESCENCIA;Ambulatorial;Eletivo
CLINICA MEDICA HARMONIA EM SAUDE LTDA;CLINICA MEDICA HARMONIA EM SAUDE LTDA;23.523.001/0001-16;SETE DE SETEMBRO;RUA;PRESIDENTE PRUDENTE;SP;19020-510;(18)3916-6576;146;JARDIM AVIACAO;;27/11/2024;thayse.cardoso@gmail.com;Clínica;CLINICA;ALERGIA E IMUNOLOGIA;ALERGIA E IMUNOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA HARMONIA EM SAUDE LTDA;CLINICA MEDICA HARMONIA EM SAUDE LTDA;23.523.001/0001-16;SETE DE SETEMBRO;RUA;PRESIDENTE PRUDENTE;SP;19020-510;(18)3916-6576;146;JARDIM AVIACAO;;27/11/2024;thayse.cardoso@gmail.com;Clínica;CLINICA;ALERGIA E IMUNOLOGIA;ALERGIA E IMUNOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA HSIAO LTDA;CLINICA MEDICA HSIAO;01.392.542/0001-10;TRES DE MAIO;RUA;JOINVILLE;SC;89201-030;(47)3422-8262;58;CENTRO;;30/06/2025;salusgestao@gmail.com;Clínica;CLINICA;ACUPUNTURA;ACUPUNTURA;Ambulatorial;Eletivo
CLINICA MEDICA HSIAO LTDA;CLINICA MEDICA HSIAO;01.392.542/0001-10;TRES DE MAIO;RUA;JOINVILLE;SC;89201-030;(47)3422-8262;58;CENTRO;;30/06/2025;salusgestao@gmail.com;Clínica;CLINICA;OTORRINOLARINGOLOGIA;OTORRINOLARINGOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA HSIAO LTDA;CLINICA MEDICA HSIAO;01.392.542/0001-10;TRES DE MAIO;RUA;JOINVILLE;SC;89201-030;(47)3422-8262;58;CENTRO;;30/06/2025;salusgestao@gmail.com;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
CLINICA MEDICA HSIAO LTDA;CLINICA MEDICA HSIAO;01.392.542/0001-10;TRES DE MAIO;RUA;JOINVILLE;SC;89201-030;(47)3422-8262;58;CENTRO;;30/06/2025;salusgestao@gmail.com;Clínica;CLINICA;PEDIATRIA;PEDIATRIA;Ambulatorial;Eletivo
CLINICA MEDICA ILHAMED LTDA;ILHAMED;04.041.990/0001-67;TROMPOWSKY;AVENIDA;FLORIANOPOLIS;SC;88015-300;(48)9884-52525;291;CENTRO;;31/07/2026;rodrigonovotny@gmail.com;Clínica;CLINICA;UROLOGIA;UROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA ILHAMED LTDA;ILHAMED;04.041.990/0001-67;TROMPOWSKY;AVENIDA;FLORIANOPOLIS;SC;88015-300;(48)9884-52525;291;CENTRO;;31/07/2026;rodrigonovotny@gmail.com;Clínica;CLINICA;UROLOGIA;UROLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;ANESTESIOLOGIA;ANESTESIOLOGIA;Ambulatorial;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;ANGIOLOGIA;ANGIOLOGIA;Ambulatorial e Internação;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CARDIOLOGIA;CARDIOLOGIA;Ambulatorial e Internação;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CIRURGIA DA MAO;CIRURGIA DA MAO;Ambulatorial;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CIRURGIA DE CABEÇA E PESCOÇO;CIRURGIA DE CABEÇA E PESCOÇO;Ambulatorial e Internação;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CIRURGIA DO APARELHO DIGESTIVO;CIRURGIA DO APARELHO DIGESTIVO;Ambulatorial e Internação;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CIRURGIA E TRAUMATOLOGIA BUCO MAXILO FACIAIS;CIRURGIA E TRAUMATOLOGIA BUCO MAXILO FACIAIS;Ambulatorial e Internação;Eletivo
CLINICA MEDICA INSTITUTO CARDIOIMAGEM LTDA;CARDIOIMAGEM;11.587.627/0001-07;DESIDERIO BRANDAO;RUA;CRUZ DAS ALMAS;BA;44380-000;(75)3621-6484;147;CENTRO;;24/02/2025;institutocardioimagem@yahoo.com;Hospital dia;HOSPITAL;CIRURGIA GERAL;CIRURGIA GERAL;Ambulatorial e Internação;Eletivo
